unit,carriage,c_unload,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 
MIO_TKM,TOT,EXT_EU15,HR	: 	: 	: 	: 	: 	: 	: 	596 	658 	589 	586 	637 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,HU	: 	: 	: 	: 	: 	: 	: 	1677 	1643 	1363 	1503 	1801 	1513 	1037 	900 	556 	404 	568 	645 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,IE	: 	: 	: 	: 	: 	: 	: 	37 	36 	32 	47 	61 	20 	24 	49 	58 	130 	33 	40 	6 	15 	: 	: 	: 	: 	: 	6 	: 	5 	5 	5 	4 	7 	: 	17 	8 	20 	2 
MIO_TKM,TOT,EXT_EU15,IT	: 	: 	: 	: 	: 	: 	: 	934 	1204 	1622 	1575 	1453 	1276 	1900 	1738 	1683 	1622 	1565 	1971 	1432 	1713 	: 	1338 	1697 	3205 	953 	900 	951 	877 	855 	1014 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,LI	: 	: 	: 	: 	: 	: 	: 	0 	1 	1 	: 	: 	0 	0 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,LT	: 	: 	: 	: 	: 	: 	: 	3271 	2865 	2521 	2069 	2398 	2343 	1937 	1804 	1446 	1236 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,LU	: 	: 	: 	: 	: 	: 	: 	28 	24 	26 	37 	27 	30 	27 	23 	35 	33 	37 	18 	11 	25 	: 	0 	1 	1 	19 	11 	43 	: 	: 	: 	: 	: 	3 	0 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,LV	: 	: 	: 	: 	: 	: 	: 	1971 	1767 	1325 	1153 	1681 	1859 	1546 	986 	909 	856 	743 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,NL	: 	: 	: 	: 	: 	: 	: 	862 	917 	941 	1081 	1149 	1211 	1138 	1191 	1358 	1055 	1219 	1087 	1212 	1424 	0 	0 	0 	0 	0 	0 	0 	0 	1402 	913 	847 	758 	737 	39 	3437 	41 	52 
MIO_TKM,TOT,EXT_EU15,NO	: 	: 	: 	: 	: 	: 	: 	26 	33 	48 	43 	98 	70 	39 	50 	55 	86 	60 	56 	123 	75 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,PL	: 	: 	: 	: 	: 	: 	: 	13709 	11104 	11159 	8470 	8248 	7155 	6416 	5205 	4471 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,PT	: 	: 	: 	: 	: 	: 	: 	451 	420 	236 	376 	302 	371 	484 	250 	320 	167 	210 	167 	173 	158 	251 	197 	213 	0 	48 	190 	69 	92 	163 	96 	61 	28 	0 	: 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,RO	: 	: 	: 	: 	: 	: 	: 	1210 	974 	797 	775 	818 	1049 	1608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,SE	: 	: 	: 	: 	: 	: 	: 	867 	962 	897 	846 	1082 	1081 	1146 	839 	826 	909 	870 	707 	833 	659 	612 	531 	506 	712 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,SI	: 	: 	: 	: 	: 	: 	: 	974 	987 	966 	881 	1167 	1001 	758 	841 	689 	651 	542 	611 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,SK	: 	: 	: 	: 	: 	: 	: 	2025 	2066 	1739 	1773 	2087 	2099 	1544 	1786 	1284 	1387 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EXT_EU15,UK	: 	: 	: 	: 	: 	: 	: 	: 	367 	224 	210 	197 	271 	394 	221 	537 	407 	430 	410 	483 	678 	643 	780 	726 	572 	611 	494 	404 	440 	401 	333 	268 	0 	0 	172 	195 	209 	232 
MIO_TKM,TOT,EX_DD,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	4 	3 	3 	0 	12 	1 	: 	0 
MIO_TKM,TOT,EX_DD,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,TOT,EX_DD,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,TOT,EX_DD,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_DD,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	64 	5 	2 	3 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_DD,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_DD,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	262 	31 	30 	28 	21 	0 	15 	0 	0 
MIO_TKM,TOT,EX_DD,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	10 	5 	0 	: 	: 	: 	: 
MIO_TKM,TOT,EX_DD,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	0 	0 	0 	2 	4 	6 
MIO_TKM,TOT,EX_SU,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	342 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,TOT,EX_SU,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44 	46 	20 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,TOT,EX_SU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,TOT,EX_SU,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 	20 	60 	: 	0 	0 	0 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_SU,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	187 	167 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_SU,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	177 	58 	42 	82 	51 	16 	5 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_SU,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	144 	73 	81 	96 	88 	88 	: 	238 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_SU,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_SU,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	13 	17 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_SU,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94 	32 	80 	21 	24 	22 	: 	6 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_YU,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	11 	2 	33 	0 	15 	51 	0 	0 
MIO_TKM,TOT,EX_YU,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,TOT,EX_YU,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	35 	61 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,TOT,EX_YU,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,TOT,EX_YU,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34 	5 	30 	7 	: 	: 	0 	0 	0 	: 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,TOT,EX_YU,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	311 	243 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_YU,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47 	74 	47 	54 	19 	93 	39 	8 	6 	9 	11 	22 	5 	0 
MIO_TKM,TOT,EX_YU,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	4 	: 	: 	: 
MIO_TKM,TOT,EX_YU,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	174 	110 	149 	181 	169 	184 	77 	112 	375 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_YU,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_YU,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	172 	73 	64 	55 	72 	0 	54 	0 	0 
MIO_TKM,TOT,EX_YU,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_YU,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,EX_YU,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	58 	20 	57 	34 	5 	127 	41 	16 	3 	0 	0 	10 	16 	10 	4 
MIO_TKM,TOT,FI,AT	2 	: 	: 	: 	: 	19 	: 	: 	2 	7 	: 	9 	7 	: 	1 	: 	0 	1 	: 	2 	5 	: 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,BE	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	0 	1 	1 	4 	: 	8 	: 	1 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,CY	0 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,CZ	15 	: 	10 	45 	45 	59 	51 	11 	61 	77 	134 	46 	4 	50 	30 	61 	19 	35 	47 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,DE	7 	4 	1 	16 	43 	7 	24 	26 	33 	26 	14 	46 	8 	22 	26 	54 	32 	13 	17 	30 	2 	5 	50 	24 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,TOT,FI,DK	33 	19 	28 	31 	14 	11 	15 	16 	32 	32 	46 	75 	83 	69 	47 	57 	44 	57 	34 	74 	72 	80 	55 	75 	84 	37 	44 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,TOT,FI,EE	103 	154 	129 	87 	78 	89 	77 	88 	95 	68 	63 	103 	99 	98 	97 	65 	53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	4 	0 	1 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,TOT,FI,ES	: 	20 	: 	: 	: 	25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27 	35 	22 	: 	84 	14 	: 	46 	55 	: 	: 	: 	0 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	54 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,FR	: 	: 	: 	1 	: 	: 	7 	: 	: 	: 	: 	17 	: 	: 	: 	3 	: 	20 	10 	52 	10 	4 	: 	: 	: 	: 	7 	5 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,HR	5 	4 	11 	6 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,HU	: 	19 	1 	6 	17 	18 	26 	2 	14 	9 	18 	43 	76 	40 	51 	45 	41 	26 	34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,IE	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	2 	1 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,IT	19 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,LT	121 	143 	112 	133 	88 	99 	21 	32 	30 	29 	17 	15 	6 	15 	11 	8 	58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,LV	72 	68 	48 	45 	47 	36 	42 	39 	21 	9 	10 	24 	30 	17 	8 	11 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,NL	30 	30 	8 	4 	8 	32 	5 	45 	28 	44 	21 	33 	101 	113 	41 	32 	21 	19 	37 	21 	49 	36 	36 	40 	0 	0 	0 	0 	0 	36 	35 	28 	26 	14 	0 	5 	0 	0 
MIO_TKM,TOT,FI,NO	9 	70 	69 	98 	49 	25 	25 	17 	15 	25 	39 	46 	78 	9 	15 	6 	51 	37 	39 	63 	24 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,PL	523 	770 	644 	247 	716 	295 	470 	670 	452 	246 	280 	336 	183 	134 	34 	59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	2 	0 	: 	: 	: 	: 
MIO_TKM,TOT,FI,RO	19 	14 	25 	35 	34 	4 	7 	10 	: 	: 	: 	: 	297 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,SE	60 	60 	105 	47 	115 	122 	82 	65 	78 	78 	63 	83 	122 	99 	117 	119 	164 	192 	108 	144 	90 	76 	97 	79 	97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	8 	6 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,SK	13 	: 	3 	27 	73 	39 	49 	11 	1 	6 	53 	29 	59 	21 	78 	45 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FI,UK	0 	: 	14 	: 	2 	2 	4 	2 	0 	1 	0 	: 	1 	1 	: 	6 	: 	3 	: 	: 	2 	0 	3 	3 	8 	2 	1 	3 	: 	2 	0 	0 	0 	: 	: 	0 	0 	0 
MIO_TKM,TOT,FR,AT	126 	106 	92 	110 	123 	137 	179 	125 	193 	256 	358 	422 	450 	590 	559 	637 	640 	586 	526 	392 	373 	55 	52 	45 	73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,BE	3338 	3238 	3517 	3870 	3812 	3401 	3553 	3739 	4027 	4549 	5053 	5354 	5742 	5687 	5586 	5921 	6555 	6665 	6966 	6468 	3894 	4339 	4801 	4386 	4857 	4843 	4154 	3752 	4077 	4064 	3843 	3630 	3005 	2693 	2313 	2212 	2033 	1941 
MIO_TKM,TOT,FR,BG	260 	54 	160 	153 	451 	1059 	239 	173 	650 	421 	394 	615 	748 	812 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,CH	179 	108 	135 	167 	122 	129 	255 	144 	180 	148 	164 	310 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,CY	1 	0 	0 	0 	0 	: 	: 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,CZ	511 	449 	628 	658 	1152 	1052 	1212 	1139 	1163 	1052 	723 	933 	1081 	1170 	923 	1142 	1347 	1221 	769 	662 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,DE	3020 	3673 	3743 	4082 	4260 	4401 	4910 	5353 	5964 	6101 	6684 	7912 	8832 	8384 	8025 	7792 	6850 	6450 	6530 	5651 	5447 	3986 	3931 	3789 	3255 	3728 	3145 	3318 	3287 	3049 	2906 	3007 	2781 	2720 	2623 	2476 	2466 	2464 
MIO_TKM,TOT,FR,DK	81 	135 	70 	70 	84 	19 	134 	196 	122 	135 	372 	396 	371 	497 	715 	712 	601 	678 	600 	781 	840 	725 	865 	949 	876 	788 	708 	456 	433 	407 	356 	346 	314 	289 	257 	241 	267 	264 
MIO_TKM,TOT,FR,EE	30 	: 	12 	38 	87 	23 	9 	35 	50 	67 	153 	129 	124 	48 	52 	84 	33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,EL	482 	755 	728 	181 	302 	180 	160 	105 	164 	113 	125 	123 	211 	242 	162 	276 	141 	: 	: 	: 	: 	2 	11 	2 	5 	20 	81 	181 	42 	70 	113 	95 	99 	104 	96 	128 	140 	140 
MIO_TKM,TOT,FR,ES	16134 	14565 	14214 	12732 	12797 	12070 	12032 	11985 	11808 	11521 	9576 	11501 	11023 	9708 	10557 	10371 	7754 	7674 	6326 	5352 	4832 	4225 	3731 	3448 	3241 	3118 	2676 	2746 	2579 	2703 	4981 	3460 	3517 	2990 	: 	: 	: 	: 
MIO_TKM,TOT,FR,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16758 	16448 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,FI	: 	: 	: 	: 	: 	18 	21 	34 	16 	47 	8 	6 	46 	48 	39 	24 	44 	36 	51 	59 	60 	52 	67 	65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,HR	131 	109 	127 	90 	122 	95 	73 	114 	120 	93 	96 	85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,HU	557 	523 	641 	633 	590 	660 	608 	599 	589 	544 	593 	661 	586 	631 	606 	417 	402 	343 	326 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,IE	73 	58 	91 	112 	75 	111 	130 	110 	121 	152 	211 	207 	334 	190 	211 	169 	163 	141 	145 	108 	129 	: 	: 	: 	: 	: 	115 	20 	88 	98 	136 	109 	78 	101 	92 	69 	72 	48 
MIO_TKM,TOT,FR,IT	3215 	2689 	2414 	2556 	2615 	2972 	3268 	2615 	2959 	4692 	3733 	4114 	4463 	5004 	6072 	5225 	4761 	4639 	4389 	3391 	2683 	: 	2034 	2244 	1733 	1304 	1259 	1382 	910 	2036 	1095 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,LI	: 	: 	: 	: 	: 	: 	7 	4 	6 	9 	8 	11 	11 	11 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,LT	618 	440 	451 	286 	374 	436 	409 	472 	408 	371 	261 	357 	318 	336 	325 	247 	261 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,LU	337 	338 	414 	464 	412 	526 	478 	381 	459 	415 	342 	415 	544 	500 	454 	426 	372 	335 	292 	229 	181 	: 	12 	9 	12 	155 	196 	202 	: 	: 	: 	: 	: 	75 	56 	63 	65 	73 
MIO_TKM,TOT,FR,LV	233 	178 	191 	208 	163 	270 	306 	190 	362 	248 	125 	174 	231 	214 	142 	161 	151 	139 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,FR,NL	2703 	2809 	2701 	2550 	2863 	3305 	3069 	3410 	3572 	3742 	3376 	4002 	4135 	4577 	4089 	4223 	3668 	3365 	3520 	3541 	3518 	3340 	3084 	3012 	3030 	2909 	2734 	2649 	2651 	2698 	2585 	2290 	2018 	1823 	1625 	1459 	1431 	1418 
MIO_TKM,TOT,FR,NO	: 	14 	6 	8 	1 	33 	57 	: 	22 	89 	132 	131 	146 	138 	171 	131 	118 	112 	141 	175 	220 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
