unit,carriage,c_load,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 
MIO_TKM,TOT,BA,AT	: 	1 	1 	1 	0 	: 	2 	1 	1 	4 	7 	1 	7 	2 	5 	5 	7 	1 	1 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,BG	11 	: 	: 	13 	: 	14 	: 	74 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,CZ	: 	4 	: 	: 	: 	: 	4 	: 	2 	12 	11 	: 	6 	8 	10 	: 	33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,DE	: 	: 	: 	: 	2 	: 	: 	: 	1 	: 	: 	2 	: 	9 	1 	4 	1 	: 	: 	3 	22 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	1 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,HR	44 	34 	27 	63 	41 	58 	89 	61 	98 	62 	69 	53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,HU	8 	5 	3 	4 	11 	4 	8 	12 	12 	10 	: 	1 	: 	: 	1 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,IT	: 	4 	: 	: 	: 	1 	: 	: 	: 	48 	11 	: 	32 	: 	22 	19 	24 	28 	2 	49 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,LT	: 	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,NL	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	7 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,PL	: 	102 	69 	: 	16 	: 	: 	: 	: 	: 	42 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,RO	15 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	: 	20 	1 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,SI	20 	11 	14 	21 	16 	11 	12 	18 	17 	22 	27 	37 	8 	17 	8 	16 	8 	13 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,SK	: 	1 	: 	: 	: 	: 	: 	: 	4 	6 	2 	: 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BA,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,AT	72 	63 	87 	114 	92 	113 	93 	119 	127 	145 	168 	241 	326 	347 	329 	385 	402 	386 	344 	303 	314 	48 	42 	39 	46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,BG	43 	106 	405 	138 	416 	33 	9 	100 	61 	: 	44 	18 	30 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,CH	25 	12 	48 	37 	103 	86 	28 	243 	39 	89 	162 	60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,CY	: 	: 	0 	: 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,CZ	315 	246 	479 	590 	663 	806 	749 	588 	635 	769 	583 	842 	788 	709 	603 	717 	786 	737 	576 	582 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,DE	2007 	2160 	2169 	2351 	2382 	2502 	2600 	2612 	3120 	3053 	3176 	3696 	3772 	3545 	3267 	3065 	2613 	2765 	2938 	2342 	2480 	2076 	1737 	1389 	174 	1787 	1502 	1512 	1598 	1560 	1553 	1541 	1355 	1316 	1182 	1127 	1133 	1062 
MIO_TKM,TOT,BE,DK	: 	2 	1 	8 	16 	11 	30 	25 	44 	40 	82 	102 	106 	156 	160 	202 	207 	169 	224 	216 	202 	226 	236 	252 	270 	307 	235 	211 	198 	178 	162 	158 	163 	157 	137 	129 	134 	123 
MIO_TKM,TOT,BE,EE	39 	10 	20 	18 	54 	56 	15 	42 	13 	16 	34 	40 	58 	26 	88 	56 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,EL	185 	226 	151 	27 	119 	57 	38 	135 	44 	75 	93 	76 	147 	35 	88 	44 	56 	: 	: 	: 	: 	: 	3 	1 	3 	3 	14 	49 	57 	61 	101 	90 	55 	56 	78 	89 	99 	78 
MIO_TKM,TOT,BE,ES	2453 	2607 	1898 	2034 	1787 	1406 	1823 	1918 	2033 	2156 	2032 	2262 	2950 	2653 	2103 	2099 	1637 	1698 	1673 	1098 	1132 	1227 	1000 	787 	751 	835 	387 	611 	693 	144 	76 	484 	358 	348 	: 	: 	: 	: 
MIO_TKM,TOT,BE,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9264 	: 	: 	7134 	7732 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,FI	: 	: 	2 	23 	: 	: 	: 	: 	: 	3 	3 	22 	7 	11 	34 	35 	25 	23 	12 	2 	31 	21 	29 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,FR	1633 	1477 	1696 	1623 	1682 	1950 	2071 	2054 	2086 	2040 	2250 	2634 	2912 	2891 	2864 	2803 	2849 	2715 	2725 	2991 	3499 	3125 	2863 	2899 	2749 	2474 	1960 	2408 	1791 	2277 	2067 	1984 	1667 	1605 	1481 	1383 	1200 	1233 
MIO_TKM,TOT,BE,HR	111 	177 	119 	74 	121 	74 	134 	106 	89 	19 	73 	73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,HU	335 	312 	348 	297 	392 	356 	422 	352 	315 	297 	544 	440 	369 	304 	262 	227 	234 	131 	144 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,IE	30 	15 	15 	19 	24 	16 	17 	21 	11 	21 	13 	34 	58 	29 	40 	35 	28 	23 	36 	39 	23 	: 	: 	: 	: 	: 	16 	6 	31 	33 	24 	24 	20 	16 	18 	5 	11 	15 
MIO_TKM,TOT,BE,IT	183 	205 	243 	314 	331 	393 	523 	342 	400 	787 	668 	775 	705 	817 	1569 	1455 	1015 	1424 	1241 	799 	799 	: 	573 	850 	4 	522 	502 	575 	518 	579 	544 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,LT	240 	213 	254 	154 	219 	207 	180 	229 	262 	243 	180 	187 	196 	207 	173 	112 	157 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,LU	580 	452 	818 	747 	629 	724 	743 	605 	490 	420 	394 	402 	425 	461 	428 	378 	350 	348 	301 	235 	203 	: 	33 	30 	15 	195 	70 	94 	: 	: 	: 	: 	: 	94 	93 	94 	106 	108 
MIO_TKM,TOT,BE,LV	83 	113 	92 	52 	83 	130 	97 	65 	119 	75 	31 	57 	152 	64 	18 	18 	48 	46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,NL	2600 	2657 	2665 	2573 	2542 	2630 	2556 	3445 	3296 	3125 	2014 	2338 	2342 	2297 	2320 	2341 	2484 	2176 	2271 	2224 	2437 	2161 	2117 	2156 	2115 	2030 	1895 	1838 	1469 	1462 	1393 	1501 	1359 	1210 	1232 	1197 	1081 	1084 
MIO_TKM,TOT,BE,NO	2 	12 	17 	11 	8 	0 	8 	5 	1 	35 	16 	59 	31 	83 	100 	77 	34 	53 	34 	48 	80 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,PL	4423 	3117 	4125 	3651 	2785 	2887 	2758 	2930 	2905 	2523 	2084 	1968 	1906 	1454 	1071 	1162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,PT	187 	239 	297 	220 	210 	418 	515 	293 	257 	363 	323 	396 	545 	644 	554 	335 	308 	263 	299 	195 	322 	335 	200 	310 	0 	139 	181 	130 	155 	111 	54 	39 	53 	58 	: 	: 	: 	: 
MIO_TKM,TOT,BE,RO	323 	487 	339 	420 	300 	302 	231 	259 	280 	310 	142 	240 	152 	781 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,SE	3 	8 	20 	58 	32 	9 	9 	55 	21 	33 	33 	70 	47 	58 	71 	24 	62 	90 	61 	77 	51 	52 	41 	56 	48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,SI	185 	147 	145 	122 	129 	225 	178 	165 	144 	104 	160 	181 	126 	162 	140 	131 	63 	53 	68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,SK	209 	256 	302 	254 	218 	264 	127 	325 	169 	266 	161 	325 	305 	232 	199 	239 	169 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BE,UK	524 	510 	495 	490 	527 	658 	650 	660 	639 	810 	673 	649 	607 	658 	685 	558 	623 	514 	535 	565 	632 	502 	498 	481 	432 	382 	372 	298 	292 	246 	173 	169 	167 	142 	161 	158 	127 	149 
MIO_TKM,TOT,BG,AT	: 	: 	2 	8 	: 	: 	: 	4 	: 	2 	: 	14 	27 	18 	7 	9 	8 	6 	2 	2 	0 	0 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,BE	9 	1 	0 	: 	1 	: 	: 	: 	: 	: 	: 	: 	4 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,CZ	20 	23 	22 	27 	24 	17 	30 	0 	11 	50 	9 	78 	29 	33 	23 	18 	104 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,DE	: 	: 	9 	11 	10 	6 	: 	10 	6 	2 	: 	6 	7 	20 	15 	23 	11 	15 	14 	21 	7 	5 	1 	2 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,TOT,BG,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	10 	24 	16 	13 	15 	: 	28 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,TOT,BG,EE	: 	2 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,EL	66 	43 	49 	2 	7 	18 	12 	23 	6 	34 	17 	40 	: 	3 	4 	1 	7 	: 	: 	: 	: 	: 	15 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
MIO_TKM,TOT,BG,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38 	: 	: 	62 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	12 	3 	: 	: 	0 	11 	: 	10 	11 	2 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,HR	1 	2 	5 	5 	4 	3 	: 	4 	3 	7 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,HU	9 	14 	6 	3 	8 	3 	14 	7 	5 	13 	6 	9 	14 	8 	4 	7 	3 	0 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 	28 	: 	: 	: 	: 	9 	: 	7 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,LT	: 	22 	9 	25 	: 	: 	: 	6 	: 	14 	16 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,LV	: 	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,NL	4 	25 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	2 	2 	: 	4 	5 	8 	7 	5 	0 	0 	0 	0 	0 	0 	0 	0 	4 	3 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,PL	20 	186 	87 	371 	106 	263 	10 	25 	95 	68 	97 	27 	77 	32 	34 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,RO	84 	87 	103 	99 	109 	81 	114 	60 	69 	64 	67 	8 	46 	92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,SI	: 	: 	1 	: 	: 	2 	1 	: 	5 	6 	4 	4 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,SK	18 	23 	23 	: 	12 	: 	: 	: 	6 	11 	9 	18 	48 	: 	31 	30 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BG,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	4 	5 	22 	10 	34 	31 	23 	22 	25 	32 	42 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BH,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	2 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,CZ	2 	17 	11 	52 	3 	8 	: 	6 	29 	: 	: 	: 	8 	19 	: 	0 	: 	: 	11 	25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,DE	: 	: 	: 	: 	: 	2 	: 	1 	: 	5 	2 	: 	: 	: 	: 	: 	: 	13 	0 	: 	1 	: 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,EE	: 	: 	: 	2 	2 	3 	13 	7 	4 	4 	8 	6 	4 	2 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,EL	: 	: 	32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,HU	: 	: 	: 	: 	: 	: 	4 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	51 	: 	: 	: 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,LT	120 	118 	84 	61 	50 	55 	76 	51 	32 	25 	24 	25 	27 	32 	18 	12 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,LV	182 	135 	130 	114 	44 	79 	46 	62 	34 	34 	13 	38 	37 	20 	26 	55 	19 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,NL	: 	: 	0 	: 	: 	0 	1 	: 	: 	: 	: 	1 	: 	2 	: 	: 	3 	0 	1 	21 	14 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,PL	334 	230 	183 	171 	171 	97 	113 	58 	1 	69 	26 	8 	36 	56 	54 	46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,RO	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,SI	23 	18 	: 	8 	: 	: 	: 	10 	: 	: 	: 	: 	: 	: 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,SK	2 	: 	: 	: 	3 	2 	: 	3 	3 	: 	2 	: 	: 	: 	: 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,BY,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,CH,AT	55 	83 	75 	75 	88 	87 	104 	115 	126 	143 	126 	140 	119 	129 	113 	127 	131 	123 	121 	153 	124 	62 	61 	74 	123 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,CH,BE	76 	21 	82 	75 	90 	36 	52 	35 	46 	55 	59 	56 	65 	68 	83 	106 	105 	122 	150 	83 	66 	97 	80 	59 	: 	34 	30 	44 	83 	85 	87 	88 	71 	0 	38 	39 	0 	0 
MIO_TKM,TOT,CH,BG	: 	29 	: 	6 	18 	: 	45 	: 	: 	29 	14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,CH,CY	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,CH,CZ	32 	70 	85 	81 	148 	140 	93 	108 	135 	125 	114 	116 	80 	109 	83 	182 	100 	113 	67 	80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,CH,DE	710 	866 	810 	914 	994 	952 	1085 	1101 	1163 	1034 	935 	1234 	1047 	1126 	861 	1005 	853 	735 	617 	580 	526 	376 	389 	364 	405 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,TOT,CH,DK	9 	21 	10 	9 	3 	7 	16 	14 	17 	5 	56 	70 	72 	47 	82 	31 	75 	98 	72 	71 	59 	56 	60 	57 	46 	68 	53 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_TKM,TOT,CH,EE	: 	6 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_TKM,TOT,CH,EL	: 	13 	19 	6 	4 	10 	12 	12 	9 	3 	2 	13 	7 	103 	23 	45 	15 	: 	: 	: 	: 	: 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
